,Order ID,Customer ID,Order DateTime,Product Name,Category,Quantity,Price,City,Delivery Time (mins),Order Status,Total Amount,Order Hour,Day,Month,IsWeekend,Order Period,High Order Value,Fast Delivery
46,ORD1046,CUST470,2023-04-15 17:21:00,Wheat Flour,Grains,2,110.97,Chennai,0.0,Returned,221.94,17,Saturday,April,Yes,Evening,No,Fast
47,ORD1047,CUST376,2023-03-28 16:30:00,Shampoo,Personal Care,4,353.32,Hyderabad,0.0,Returned,1413.28,16,Tuesday,March,No,Afternoon,Yes,Fast
48,ORD1048,CUST353,2023-10-24 22:42:00,Rice,Grains,2,490.38,Chennai,22.68,Delivered,980.76,22,Tuesday,October,No,Night,Yes,Fast
49,ORD1049,CUST286,2023-10-09 15:13:00,Wheat Flour,Grains,1,356.08,Hyderabad,26.12,Delivered,356.08,15,Monday,October,No,Afternoon,No,Fast
50,ORD1050,CUST302,2023-09-13 00:42:00,Chicken,Meat,4,369.33,Delhi,30.35,Delivered,1477.32,0,Wednesday,September,No,Night,Yes,Slow
51,ORD1051,CUST416,2023-01-05 23:25:00,Toothpaste,Personal Care,3,328.28,Delhi,51.85,Delivered,984.8399999999999,23,Thursday,January,No,Night,Yes,Slow
52,ORD1052,CUST253,2023-01-25 01:54:00,Onions,Vegetables,2,325.06,Bangalore,37.23,Delivered,650.12,1,Wednesday,January,No,Night,Yes,Slow
53,ORD1053,CUST141,2023-09-06 12:16:00,Butter,Dairy,4,368.07,Kolkata,30.94,Delivered,1472.28,12,Wednesday,September,No,Afternoon,Yes,Slow
54,ORD1054,CUST445,2023-11-15 06:48:00,Potatoes,Vegetables,3,343.64,Hyderabad,54.39,Delivered,1030.92,6,Wednesday,November,No,Morning,Yes,Slow
55,ORD1055,CUST106,2023-08-31 23:04:00,Wheat Flour,Grains,2,227.01,Bangalore,34.12,Delivered,454.02,23,Thursday,August,No,Night,No,Slow
56,ORD1056,CUST297,2023-12-24 13:13:00,Rice,Grains,2,377.56,Kolkata,56.93,Delivered,755.12,13,Sunday,December,Yes,Afternoon,Yes,Slow
57,ORD1057,CUST408,2023-11-22 02:14:00,Shampoo,Personal Care,1,360.7,Bangalore,89.48,Delivered,360.7,2,Wednesday,November,No,Night,No,Slow
58,ORD1058,CUST272,2023-02-04 16:22:00,Onions,Vegetables,4,205.52,Pune,48.57,Delivered,822.08,16,Saturday,February,Yes,Afternoon,Yes,Slow
59,ORD1059,CUST322,2023-01-11 16:35:00,Chicken,Meat,2,155.0,Chennai,57.19,Delivered,310.0,16,Wednesday,January,No,Afternoon,No,Slow
60,ORD1060,CUST244,2023-08-25 22:24:00,Potatoes,Vegetables,5,472.97,Delhi,19.97,Delivered,2364.8500000000004,22,Friday,August,No,Night,Yes,Fast
61,ORD1061,CUST287,2023-04-07 11:53:00,Bread,Bakery,2,30.59,Mumbai,85.29,Delivered,61.18,11,Friday,April,No,Morning,No,Slow
62,ORD1062,CUST286,2023-01-02 06:45:00,Wheat Flour,Grains,5,209.15,Chennai,75.67,Delivered,1045.75,6,Monday,January,No,Morning,Yes,Slow
63,ORD1063,CUST484,2023-03-29 10:29:00,Onions,Vegetables,3,73.89,Hyderabad,20.68,Delivered,221.67000000000002,10,Wednesday,March,No,Morning,No,Fast
64,ORD1064,CUST402,2023-03-09 21:07:00,Bananas,Fruits,5,453.81,Pune,53.6,Delivered,2269.05,21,Thursday,March,No,Night,Yes,Slow
65,ORD1065,CUST346,2023-01-21 07:06:00,Bread,Bakery,1,397.9,Bangalore,86.21,Delivered,397.9,7,Saturday,January,Yes,Morning,No,Slow
66,ORD1066,CUST418,2023-11-24 19:10:00,Bread,Bakery,4,382.08,Mumbai,20.44,Delivered,1528.32,19,Friday,November,No,Evening,Yes,Fast
67,ORD1067,CUST275,2023-04-25 02:23:00,Milk,Dairy,4,294.22,Kolkata,34.04,Delivered,1176.88,2,Tuesday,April,No,Night,Yes,Slow
68,ORD1068,CUST299,2023-07-07 10:17:00,Shampoo,Personal Care,3,44.26,Bangalore,34.9,Delivered,132.78,10,Friday,July,No,Morning,No,Slow
69,ORD1069,CUST331,2023-10-08 00:29:00,Potatoes,Vegetables,5,236.79,Pune,34.64,Delivered,1183.95,0,Sunday,October,Yes,Night,Yes,Slow
70,ORD1070,CUST230,2023-03-19 06:51:00,Butter,Dairy,2,88.06,Bangalore,45.28,Delivered,176.12,6,Sunday,March,Yes,Morning,No,Slow
71,ORD1071,CUST359,2023-01-30 19:47:00,Butter,Dairy,4,264.89,Mumbai,42.38,Delivered,1059.56,19,Monday,January,No,Evening,Yes,Slow
72,ORD1072,CUST410,2023-07-18 22:41:00,Milk,Dairy,1,253.38,Hyderabad,47.92,Delivered,253.38,22,Tuesday,July,No,Night,No,Slow
73,ORD1073,CUST205,2023-03-04 11:21:00,Chicken,Meat,1,72.84,Hyderabad,0.0,Returned,72.84,11,Saturday,March,Yes,Morning,No,Fast
74,ORD1074,CUST432,2023-09-07 19:59:00,Potatoes,Vegetables,5,122.18,Bangalore,60.15,Delivered,610.9000000000001,19,Thursday,September,No,Evening,Yes,Slow
75,ORD1075,CUST475,2023-12-06 05:03:00,Rice,Grains,4,346.71,Hyderabad,48.37,Delivered,1386.84,5,Wednesday,December,No,Morning,Yes,Slow
76,ORD1076,CUST265,2023-06-20 12:39:00,Eggs,Dairy,1,271.64,Chennai,40.05,Delivered,271.64,12,Tuesday,June,No,Afternoon,No,Slow
77,ORD1077,CUST332,2023-07-19 20:49:00,Tomatoes,Vegetables,3,196.6,Kolkata,27.54,Delivered,589.8,20,Wednesday,July,No,Evening,Yes,Fast
78,ORD1078,CUST257,2023-09-26 10:40:00,Rice,Grains,4,44.33,Bangalore,14.89,Delivered,177.32,10,Tuesday,September,No,Morning,No,Fast
79,ORD1079,CUST447,2023-07-03 19:43:00,Eggs,Dairy,5,294.55,Bangalore,50.89,Delivered,1472.75,19,Monday,July,No,Evening,Yes,Slow
80,ORD1080,CUST311,2023-09-08 06:24:00,Fish,Meat,2,298.94,Mumbai,32.63,Delivered,597.88,6,Friday,September,No,Morning,Yes,Slow
81,ORD1081,CUST487,2023-02-11 14:44:00,Potatoes,Vegetables,1,267.81,Kolkata,0.0,Returned,267.81,14,Saturday,February,Yes,Afternoon,No,Fast
82,ORD1082,CUST297,2023-05-20 23:05:00,Milk,Dairy,3,151.93,Chennai,0.0,Cancelled,455.79,23,Saturday,May,Yes,Night,No,Fast
83,ORD1083,CUST104,2023-05-23 15:47:00,Chicken,Meat,1,82.12,Kolkata,32.08,Delivered,82.12,15,Tuesday,May,No,Afternoon,No,Slow
84,ORD1084,CUST339,2023-06-23 23:20:00,Potatoes,Vegetables,1,97.52,Bangalore,14.18,Delivered,97.52,23,Friday,June,No,Night,No,Fast
85,ORD1085,CUST197,2023-03-28 20:18:00,Fish,Meat,4,131.64,Mumbai,0.0,Returned,526.56,20,Tuesday,March,No,Evening,Yes,Fast
86,ORD1086,CUST155,2023-10-11 15:07:00,Apples,Fruits,5,268.43,Kolkata,16.97,Delivered,1342.15,15,Wednesday,October,No,Afternoon,Yes,Fast
87,ORD1087,CUST239,2023-10-11 17:29:00,Wheat Flour,Grains,4,355.32,Delhi,71.79,Delivered,1421.28,17,Wednesday,October,No,Evening,Yes,Slow
88,ORD1088,CUST208,2023-05-27 12:09:00,Milk,Dairy,2,299.06,Delhi,35.42,Delivered,598.12,12,Saturday,May,Yes,Afternoon,Yes,Slow
89,ORD1089,CUST452,2023-03-02 12:35:00,Toothpaste,Personal Care,4,470.92,Mumbai,78.34,Delivered,1883.68,12,Thursday,March,No,Afternoon,Yes,Slow
90,ORD1090,CUST464,2023-10-23 23:46:00,Butter,Dairy,5,95.97,Delhi,46.48,Delivered,479.85,23,Monday,October,No,Night,No,Slow
91,ORD1091,CUST454,2023-04-02 23:22:00,Tomatoes,Vegetables,5,68.92,Pune,0.0,Cancelled,344.6,23,Sunday,April,Yes,Night,No,Fast
92,ORD1092,CUST302,2023-08-01 11:26:00,Potatoes,Vegetables,3,171.7,Bangalore,17.98,Delivered,515.0999999999999,11,Tuesday,August,No,Morning,Yes,Fast
93,ORD1093,CUST176,2023-02-05 00:23:00,Bread,Bakery,2,127.11,Hyderabad,17.93,Delivered,254.22,0,Sunday,February,Yes,Night,No,Fast
94,ORD1094,CUST375,2023-05-04 12:55:00,Butter,Dairy,5,51.05,Chennai,0.0,Cancelled,255.25,12,Thursday,May,No,Afternoon,No,Fast
95,ORD1095,CUST237,2023-07-02 12:27:00,Butter,Dairy,5,345.96,Kolkata,10.55,Delivered,1729.8,12,Sunday,July,Yes,Afternoon,Yes,Fast
96,ORD1096,CUST221,2023-02-14 18:25:00,Chicken,Meat,4,203.63,Hyderabad,28.94,Delivered,814.52,18,Tuesday,February,No,Evening,Yes,Fast
97,ORD1097,CUST355,2023-02-26 12:39:00,Butter,Dairy,3,246.63,Kolkata,72.09,Delivered,739.89,12,Sunday,February,Yes,Afternoon,Yes,Slow
98,ORD1098,CUST197,2023-01-22 23:35:00,Bread,Bakery,1,459.16,Bangalore,73.69,Delivered,459.16,23,Sunday,January,Yes,Night,No,Slow
99,ORD1099,CUST385,2023-12-17 10:42:00,Wheat Flour,Grains,1,379.46,Delhi,80.26,Delivered,379.46,10,Sunday,December,Yes,Morning,No,Slow
100,ORD1100,CUST206,2023-08-06 06:05:00,Wheat Flour,Grains,4,147.58,Hyderabad,0.0,Cancelled,590.32,6,Sunday,August,Yes,Morning,Yes,Fast
101,ORD1101,CUST161,2023-09-16 07:19:00,Fish,Meat,1,22.65,Kolkata,70.8,Delivered,22.65,7,Saturday,September,Yes,Morning,No,Slow
102,ORD1102,CUST493,2023-05-22 12:08:00,Onions,Vegetables,5,472.41,Chennai,0.0,Cancelled,2362.05,12,Monday,May,No,Afternoon,Yes,Fast
103,ORD1103,CUST311,2023-03-18 14:42:00,Butter,Dairy,5,338.63,Delhi,72.56,Delivered,1693.15,14,Saturday,March,Yes,Afternoon,Yes,Slow
104,ORD1104,CUST463,2023-06-06 20:25:00,Milk,Dairy,5,342.31,Mumbai,26.6,Delivered,1711.55,20,Tuesday,June,No,Evening,Yes,Fast
105,ORD1105,CUST112,2023-07-11 22:42:00,Bananas,Fruits,1,316.9,Chennai,76.83,Delivered,316.9,22,Tuesday,July,No,Night,No,Slow
106,ORD1106,CUST128,2023-04-19 01:07:00,Milk,Dairy,2,23.75,Kolkata,0.0,Returned,47.5,1,Wednesday,April,No,Night,No,Fast
107,ORD1107,CUST394,2023-03-07 05:18:00,Bread,Bakery,5,331.4,Hyderabad,16.96,Delivered,1657.0,5,Tuesday,March,No,Morning,Yes,Fast
108,ORD1108,CUST106,2023-04-14 08:35:00,Wheat Flour,Grains,2,36.46,Chennai,34.57,Delivered,72.92,8,Friday,April,No,Morning,No,Slow
109,ORD1109,CUST371,2023-04-01 02:01:00,Eggs,Dairy,4,133.49,Kolkata,31.07,Delivered,533.96,2,Saturday,April,Yes,Night,Yes,Slow
110,ORD1110,CUST215,2023-04-12 23:05:00,Toothpaste,Personal Care,2,203.8,Bangalore,20.17,Delivered,407.6,23,Wednesday,April,No,Night,No,Fast
111,ORD1111,CUST331,2023-05-09 00:11:00,Potatoes,Vegetables,2,377.79,Mumbai,44.91,Delivered,755.58,0,Tuesday,May,No,Night,Yes,Slow
112,ORD1112,CUST474,2023-07-04 13:29:00,Shampoo,Personal Care,4,24.12,Hyderabad,0.0,Cancelled,96.48,13,Tuesday,July,No,Afternoon,No,Fast
113,ORD1113,CUST241,2023-05-08 19:50:00,Toothpaste,Personal Care,4,460.06,Hyderabad,0.0,Returned,1840.24,19,Monday,May,No,Evening,Yes,Fast
114,ORD1114,CUST457,2023-04-08 07:29:00,Apples,Fruits,5,170.31,Hyderabad,18.91,Delivered,851.55,7,Saturday,April,Yes,Morning,Yes,Fast
115,ORD1115,CUST401,2023-07-27 18:46:00,Tomatoes,Vegetables,5,113.06,Bangalore,37.07,Delivered,565.3,18,Thursday,July,No,Evening,Yes,Slow
116,ORD1116,CUST129,2023-02-21 23:10:00,Eggs,Dairy,5,174.44,Delhi,0.0,Returned,872.2,23,Tuesday,February,No,Night,Yes,Fast
117,ORD1117,CUST102,2023-09-19 06:16:00,Toothpaste,Personal Care,2,335.6,Delhi,31.66,Delivered,671.2,6,Tuesday,September,No,Morning,Yes,Slow
118,ORD1118,CUST385,2023-06-13 11:50:00,Toothpaste,Personal Care,4,498.05,Hyderabad,77.06,Delivered,1992.2,11,Tuesday,June,No,Morning,Yes,Slow
119,ORD1119,CUST406,2023-12-05 09:24:00,Fish,Meat,2,228.79,Kolkata,71.7,Delivered,457.58,9,Tuesday,December,No,Morning,No,Slow
120,ORD1120,CUST395,2023-09-17 10:21:00,Potatoes,Vegetables,4,428.98,Chennai,69.33,Delivered,1715.92,10,Sunday,September,Yes,Morning,Yes,Slow
121,ORD1121,CUST469,2023-11-30 04:24:00,Onions,Vegetables,1,206.11,Mumbai,15.56,Delivered,206.11,4,Thursday,November,No,Night,No,Fast
122,ORD1122,CUST314,2023-11-24 16:35:00,Fish,Meat,1,306.86,Hyderabad,83.0,Delivered,306.86,16,Friday,November,No,Afternoon,No,Slow
123,ORD1123,CUST310,2023-10-17 00:01:00,Bananas,Fruits,4,417.02,Pune,64.84,Delivered,1668.08,0,Tuesday,October,No,Night,Yes,Slow
124,ORD1124,CUST484,2023-04-22 03:30:00,Shampoo,Personal Care,1,381.72,Mumbai,0.0,Returned,381.72,3,Saturday,April,Yes,Night,No,Fast
125,ORD1125,CUST476,2023-07-22 19:07:00,Apples,Fruits,1,432.34,Mumbai,53.3,Delivered,432.34,19,Saturday,July,Yes,Evening,No,Slow
126,ORD1126,CUST336,2023-11-06 16:18:00,Bread,Bakery,4,33.66,Hyderabad,14.98,Delivered,134.64,16,Monday,November,No,Afternoon,No,Fast
127,ORD1127,CUST256,2023-05-26 16:26:00,Eggs,Dairy,2,160.73,Delhi,50.34,Delivered,321.46,16,Friday,May,No,Afternoon,No,Slow
128,ORD1128,CUST209,2023-04-09 17:01:00,Milk,Dairy,1,191.52,Chennai,0.0,Cancelled,191.52,17,Sunday,April,Yes,Evening,No,Fast
129,ORD1129,CUST429,2023-02-19 04:09:00,Shampoo,Personal Care,2,70.92,Hyderabad,47.67,Delivered,141.84,4,Sunday,February,Yes,Night,No,Slow
130,ORD1130,CUST461,2023-01-11 04:39:00,Wheat Flour,Grains,1,43.12,Bangalore,28.34,Delivered,43.12,4,Wednesday,January,No,Night,No,Fast
131,ORD1131,CUST229,2023-09-12 21:06:00,Tomatoes,Vegetables,3,23.44,Delhi,72.04,Delivered,70.32000000000001,21,Tuesday,September,No,Night,No,Slow
132,ORD1132,CUST110,2023-12-10 23:10:00,Fish,Meat,5,145.8,Delhi,53.93,Delivered,729.0,23,Sunday,December,Yes,Night,Yes,Slow
133,ORD1133,CUST272,2023-05-19 10:16:00,Eggs,Dairy,1,52.2,Hyderabad,29.6,Delivered,52.2,10,Friday,May,No,Morning,No,Fast
134,ORD1134,CUST348,2023-09-19 18:33:00,Milk,Dairy,2,97.39,Mumbai,75.61,Delivered,194.78,18,Tuesday,September,No,Evening,No,Slow
135,ORD1135,CUST302,2023-06-23 03:47:00,Apples,Fruits,4,91.18,Mumbai,75.64,Delivered,364.72,3,Friday,June,No,Night,No,Slow
136,ORD1136,CUST207,2023-12-02 01:09:00,Apples,Fruits,5,234.11,Chennai,71.76,Delivered,1170.5500000000002,1,Saturday,December,Yes,Night,Yes,Slow
137,ORD1137,CUST113,2023-05-15 07:02:00,Milk,Dairy,3,357.44,Bangalore,34.84,Delivered,1072.32,7,Monday,May,No,Morning,Yes,Slow
138,ORD1138,CUST297,2023-06-20 04:45:00,Apples,Fruits,5,174.35,Bangalore,46.11,Delivered,871.75,4,Tuesday,June,No,Night,Yes,Slow
139,ORD1139,CUST498,2023-02-26 10:46:00,Potatoes,Vegetables,5,221.3,Kolkata,74.18,Delivered,1106.5,10,Sunday,February,Yes,Morning,Yes,Slow
140,ORD1140,CUST340,2023-06-21 20:46:00,Onions,Vegetables,2,119.17,Chennai,78.7,Delivered,238.34,20,Wednesday,June,No,Evening,No,Slow
141,ORD1141,CUST417,2023-02-20 23:50:00,Chicken,Meat,2,454.77,Mumbai,80.28,Delivered,909.54,23,Monday,February,No,Night,Yes,Slow
142,ORD1142,CUST388,2023-05-23 00:59:00,Wheat Flour,Grains,4,68.13,Hyderabad,18.25,Delivered,272.52,0,Tuesday,May,No,Night,No,Fast
143,ORD1143,CUST338,2023-08-09 03:05:00,Butter,Dairy,2,107.06,Kolkata,56.28,Delivered,214.12,3,Wednesday,August,No,Night,No,Slow
144,ORD1144,CUST146,2023-04-14 04:31:00,Onions,Vegetables,5,309.8,Chennai,33.38,Delivered,1549.0,4,Friday,April,No,Night,Yes,Slow
145,ORD1145,CUST138,2023-08-23 22:27:00,Tomatoes,Vegetables,4,276.07,Mumbai,79.47,Delivered,1104.28,22,Wednesday,August,No,Night,Yes,Slow
146,ORD1146,CUST397,2023-03-09 08:58:00,Eggs,Dairy,2,453.64,Bangalore,71.99,Delivered,907.28,8,Thursday,March,No,Morning,Yes,Slow
147,ORD1147,CUST257,2023-11-13 00:44:00,Potatoes,Vegetables,2,322.43,Pune,38.92,Delivered,644.86,0,Monday,November,No,Night,Yes,Slow
148,ORD1148,CUST404,2023-04-15 05:37:00,Rice,Grains,4,124.82,Pune,77.43,Delivered,499.28,5,Saturday,April,Yes,Morning,No,Slow
149,ORD1149,CUST444,2023-04-29 05:51:00,Chicken,Meat,2,53.78,Bangalore,62.05,Delivered,107.56,5,Saturday,April,Yes,Morning,No,Slow
150,ORD1150,CUST437,2023-08-02 10:07:00,Onions,Vegetables,1,291.35,Bangalore,59.27,Delivered,291.35,10,Wednesday,August,No,Morning,No,Slow
151,ORD1151,CUST170,2023-04-06 03:06:00,Apples,Fruits,3,100.4,Pune,82.03,Delivered,301.20000000000005,3,Thursday,April,No,Night,No,Slow
152,ORD1152,CUST130,2023-04-01 07:44:00,Tomatoes,Vegetables,1,223.71,Chennai,12.97,Delivered,223.71,7,Saturday,April,Yes,Morning,No,Fast
153,ORD1153,CUST409,2023-05-21 03:50:00,Butter,Dairy,5,248.88,Mumbai,18.75,Delivered,1244.4,3,Sunday,May,Yes,Night,Yes,Fast
154,ORD1154,CUST275,2023-07-21 07:05:00,Apples,Fruits,5,99.42,Chennai,10.92,Delivered,497.1,7,Friday,July,No,Morning,No,Fast
155,ORD1155,CUST340,2023-02-23 19:21:00,Eggs,Dairy,1,291.77,Pune,50.28,Delivered,291.77,19,Thursday,February,No,Evening,No,Slow
156,ORD1156,CUST113,2023-05-31 03:11:00,Potatoes,Vegetables,1,402.93,Bangalore,69.89,Delivered,402.93,3,Wednesday,May,No,Night,No,Slow
157,ORD1157,CUST401,2023-03-22 18:55:00,Butter,Dairy,1,415.19,Kolkata,22.48,Delivered,415.19,18,Wednesday,March,No,Evening,No,Fast
158,ORD1158,CUST208,2023-04-05 04:56:00,Tomatoes,Vegetables,2,423.31,Chennai,24.12,Delivered,846.62,4,Wednesday,April,No,Night,Yes,Fast
159,ORD1159,CUST432,2023-06-10 07:20:00,Butter,Dairy,1,151.53,Hyderabad,38.24,Delivered,151.53,7,Saturday,June,Yes,Morning,No,Slow
160,ORD1160,CUST402,2023-03-06 11:45:00,Apples,Fruits,5,418.29,Pune,0.0,Returned,2091.4500000000003,11,Monday,March,No,Morning,Yes,Fast
161,ORD1161,CUST199,2023-09-28 19:08:00,Wheat Flour,Grains,5,411.76,Chennai,85.19,Delivered,2058.8,19,Thursday,September,No,Evening,Yes,Slow
162,ORD1162,CUST391,2023-02-06 16:31:00,Butter,Dairy,4,146.37,Bangalore,11.74,Delivered,585.48,16,Monday,February,No,Afternoon,Yes,Fast
